ase_id,chr,strand,out_donor,out_acceptor,in_junction
chr1@+@245083688^245086733-@245083688^245086760-,chr1,+,245083688^,245086733-,245083688^245086760-
chr1@+@246784043^246789508-@246784043^246789513-,chr1,+,246784043^,246789508-,246784043^246789513-
chr1@+@246780583^246789508-@246780583^246789617-,chr1,+,246780583^,246789508-,246780583^246789617-
chr1@+@246780583^246789508-@246780583^246789513-,chr1,+,246780583^,246789508-,246780583^246789513-
chr1@+@246780583^246789513-@246780583^246789617-,chr1,+,246780583^,246789513-,246780583^246789617-
chr1@-@247171848^247159867-@247171848^247159813-,chr1,-,247171848^,247159867-,247171848^247159813-
chr1@-@247210691^247202095-@247210691^247202080-,chr1,-,247210691^,247202095-,247210691^247202080-
chr1@-@247329966^247329615-@247329966^247329568-,chr1,-,247329966^,247329615-,247329966^247329568-
chr1@+@247416193^247418053-@247416193^247418229-247418290^247418757-,chr1,+,247416193^,247418053-,247416193^247418229-247418290^247418757-
chr1@+@247429755^247434103-@247429755^247434163-,chr1,+,247429755^,247434103-,247429755^247434163-
chr1@-@247454953^247453083-@247454953^247452441-247452325^247452245-247452120^247451911-,chr1,-,247454953^,247453083-,247454953^247452441-247452325^247452245-247452120^247451911-
chr1@+@247527054^247549045-@247527054^247549136-,chr1,+,247527054^,247549045-,247527054^247549136-
chr1@-@247536168^247533878-@247536168^247533836-,chr1,-,247536168^,247533878-,247536168^247533836-
chr1@-@247713891^247712817-@247713891^247712433-,chr1,-,247713891^,247712817-,247713891^247712433-
chr1@-@247713891^247712433-@247713891^247712087-,chr1,-,247713891^,247712433-,247713891^247712087-
chr1@-@247713891^247712817-@247713891^247712087-,chr1,-,247713891^,247712817-,247713891^247712087-
chr1@-@247716331^247712817-@247716331^247712433-,chr1,-,247716331^,247712817-,247716331^247712433-
chr1@+@247770254^247774723-@247770254^247775235-,chr1,+,247770254^,247774723-,247770254^247775235-
chr1@-@248858918^248858419-@248858918^248858321-,chr1,-,248858918^,248858419-,248858918^248858321-
chr1@-@248858131^248858034-@248858131^248857859-,chr1,-,248858131^,248858034-,248858131^248857859-
chr1@-@248858131^248858034-@248858131^248858017-,chr1,-,248858131^,248858034-,248858131^248858017-
chr1@-@248858131^248858017-@248858131^248857859-,chr1,-,248858131^,248858017-,248858131^248857859-
chr1@-@248857828^248857497-@248857828^248857436-,chr1,-,248857828^,248857497-,248857828^248857436-
chr1@-@248856288^248855946-@248856288^248855943-,chr1,-,248856288^,248855946-,248856288^248855943-
chr1@-@248856288^248855946-@248856288^248855943-248855725^248855635-,chr1,-,248856288^,248855946-,248856288^248855943-248855725^248855635-
chr2@-@314243^313892-@314243^313884-,chr2,-,314243^,313892-,314243^313884-
chr2@-@311488^310499-@311488^310393-,chr2,-,311488^,310499-,311488^310393-
chr2@-@312957^310499-@312957^310393-,chr2,-,312957^,310499-,312957^310393-
chr2@-@313874^310499-@313874^310393-,chr2,-,313874^,310499-,313874^310393-
chr2@-@314243^310499-@314243^310393-,chr2,-,314243^,310499-,314243^310393-
chr2@-@310215^309407-@310215^309349-,chr2,-,310215^,309407-,310215^309349-
chr2@-@310215^309407-@310215^309349-,chr2,-,310215^,309407-,310215^309349-
chr2@-@2330967^2326309-@2330967^2326111-,chr2,-,2330967^,2326309-,2330967^2326111-
chr2@-@1942982^1923263-@1942982^1923260-,chr2,-,1942982^,1923263-,1942982^1923260-
chr2@-@1886539^1885494-@1886539^1884091-,chr2,-,1886539^,1885494-,1886539^1884091-
chr2@-@1792321^1792007-@1792321^1791262-,chr2,-,1792321^,1792007-,1792321^1791262-
chr2@+@3465695^3477692-@3465695^3477695-,chr2,+,3465695^,3477692-,3465695^3477695-
chr2@+@3558998^3559404-@3558998^3559448-,chr2,+,3558998^,3559404-,3558998^3559448-
chr2@+@3575448^3575592-@3575448^3575601-,chr2,+,3575448^,3575592-,3575448^3575601-
chr2@+@3575350^3575557-@3575350^3575592-,chr2,+,3575350^,3575557-,3575350^3575592-
chr2@+@3575888^3576559-@3575888^3576610-,chr2,+,3575888^,3576559-,3575888^3576610-
chr2@+@3575888^3576487-@3575888^3576610-,chr2,+,3575888^,3576487-,3575888^3576610-
chr2@+@3575888^3576487-@3575888^3576559-,chr2,+,3575888^,3576487-,3575888^3576559-
chr2@-@3973545^3973156-@3973545^3973074-,chr2,-,3973545^,3973156-,3973545^3973074-
chr2@-@3973545^3961894-@3973545^3961803-,chr2,-,3973545^,3961894-,3973545^3961803-
chr2@-@3959916^3959774-@3959916^3959636-,chr2,-,3959916^,3959774-,3959916^3959636-
chr2@+@5932921^5968586-@5932921^5969114-,chr2,+,5932921^,5968586-,5932921^5969114-
chr2@+@5969238^5969332-@5969238^5969936-,chr2,+,5969238^,5969332-,5969238^5969936-
chr2@+@5969486^5982298-@5969486^5982773-,chr2,+,5969486^,5982298-,5969486^5982773-
chr2@+@5969238^5982298-@5969238^5982773-,chr2,+,5969238^,5982298-,5969238^5982773-
chr2@-@6650106^6649327-@6650106^6649263-,chr2,-,6650106^,6649327-,6650106^6649263-
chr2@-@6650106^6649381-@6650106^6649263-,chr2,-,6650106^,6649381-,6650106^6649263-
chr2@-@6650106^6649381-@6650106^6649327-,chr2,-,6650106^,6649381-,6650106^6649327-
chr2@-@6650106^6649294-@6650106^6649263-,chr2,-,6650106^,6649294-,6650106^6649263-
chr2@-@6650106^6649419-@6650106^6649263-,chr2,-,6650106^,6649419-,6650106^6649263-
chr2@-@6650106^6649419-@6650106^6649294-,chr2,-,6650106^,6649419-,6650106^6649294-
chr2@-@6650106^6649381-@6650106^6649322-,chr2,-,6650106^,6649381-,6650106^6649322-
chr2@-@6650106^6649419-@6650106^6649322-,chr2,-,6650106^,6649419-,6650106^6649322-
chr2@-@6650106^6649419-@6650106^6649381-,chr2,-,6650106^,6649419-,6650106^6649381-
chr2@-@6650106^6649381-@6650106^6649327-,chr2,-,6650106^,6649381-,6650106^6649327-
chr2@-@6647536^6639277-@6647536^6639273-,chr2,-,6647536^,6639277-,6647536^6639273-
chr2@-@6649211^6639277-@6649211^6639273-,chr2,-,6649211^,6639277-,6649211^6639273-
chr2@-@6650106^6639277-@6650106^6639273-,chr2,-,6650106^,6639277-,6650106^6639273-
chr2@-@6639051^6638902-@6639051^6638797-,chr2,-,6639051^,6638902-,6639051^6638797-
chr2@-@6639051^6638867-@6639051^6638797-,chr2,-,6639051^,6638867-,6639051^6638797-
chr2@-@6639051^6638902-@6639051^6638867-,chr2,-,6639051^,6638902-,6639051^6638867-
chr2@-@6647536^6638867-@6647536^6638797-,chr2,-,6647536^,6638867-,6647536^6638797-
chr2@-@6650106^6638867-@6650106^6638797-,chr2,-,6650106^,6638867-,6650106^6638797-
chr2@-@6635120^6634872-@6635120^6634870-,chr2,-,6635120^,6634872-,6635120^6634870-
chr2@-@6635120^6634911-@6635120^6634870-,chr2,-,6635120^,6634911-,6635120^6634870-
chr2@-@6635120^6634911-@6635120^6634872-,chr2,-,6635120^,6634911-,6635120^6634872-
chr2@-@6635120^6634872-@6635120^6634733-,chr2,-,6635120^,6634872-,6635120^6634733-
chr2@-@6635120^6634911-@6635120^6634733-,chr2,-,6635120^,6634911-,6635120^6634733-
chr2@-@6635120^6634911-@6635120^6634872-,chr2,-,6635120^,6634911-,6635120^6634872-
chr2@-@6635120^6634911-@6635120^6634872-,chr2,-,6635120^,6634911-,6635120^6634872-
chr2@-@6633669^6625145-@6633669^6625127-,chr2,-,6633669^,6625145-,6633669^6625127-
chr2@-@6916816^6916044-@6916816^6915967-,chr2,-,6916816^,6916044-,6916816^6915967-
chr2@-@6916850^6916044-@6916850^6915967-,chr2,-,6916850^,6916044-,6916850^6915967-
chr2@-@6915823^6914343-@6915823^6914255-,chr2,-,6915823^,6914343-,6915823^6914255-
chr2@-@6915823^6914350-@6915823^6914255-,chr2,-,6915823^,6914350-,6915823^6914255-
chr2@-@6915823^6914350-@6915823^6914343-,chr2,-,6915823^,6914350-,6915823^6914343-
chr2@+@7428456^7428543-@7428456^7428565-,chr2,+,7428456^,7428543-,7428456^7428565-
chr2@+@7428456^7428543-@7428456^7429696-,chr2,+,7428456^,7428543-,7428456^7429696-
chr2@-@8391953^8383222-@8391953^8383190-,chr2,-,8391953^,8383222-,8391953^8383190-
chr2@-@8813237^8812496-@8813237^8812493-,chr2,-,8813237^,8812496-,8813237^8812493-
chr2@-@9408113^9407598-@9408113^9406905-,chr2,-,9408113^,9407598-,9408113^9406905-
chr2@+@9476039^9478222-@9476039^9478254-,chr2,+,9476039^,9478222-,9476039^9478254-
chr2@+@9474647^9478222-@9474647^9478254-,chr2,+,9474647^,9478222-,9474647^9478254-
chr2@-@9555509^9543285-@9555509^9543226-,chr2,-,9555509^,9543285-,9555509^9543226-
chr2@-@9527786^9526264-@9527786^9526244-,chr2,-,9527786^,9526264-,9527786^9526244-
chr2@-@9527786^9526264-@9527786^9526244-,chr2,-,9527786^,9526264-,9527786^9526244-
chr2@-@9526111^9523348-@9526111^9523338-,chr2,-,9526111^,9523348-,9526111^9523338-
chr2@-@9523249^9521321-@9523249^9521316-,chr2,-,9523249^,9521321-,9523249^9521316-
chr2@-@9523249^9522438-@9523249^9521316-,chr2,-,9523249^,9522438-,9523249^9521316-
chr2@-@9523249^9522438-@9523249^9521321-,chr2,-,9523249^,9522438-,9523249^9521321-
chr2@-@9526111^9523338-@9526111^9521316-,chr2,-,9526111^,9523338-,9526111^9521316-
chr2@-@10444931^10444647-@10444931^10444547-,chr2,-,10444931^,10444647-,10444931^10444547-
chr2@+@10452469^10453869-@10452469^10454013-,chr2,+,10452469^,10453869-,10452469^10454013-
chr2@-@11457179^11453798-@11457179^11453722-,chr2,-,11457179^,11453798-,11457179^11453722-
chr2@+@11741428^11745907-@11741428^11745961-,chr2,+,11741428^,11745907-,11741428^11745961-
chr2@+@11803033^11804423-@11803033^11804428-,chr2,+,11803033^,11804423-,11803033^11804428-
chr2@+@16073442^16074022-@16073442^16074167-,chr2,+,16073442^,16074022-,16073442^16074167-
chr2@+@16074373^16080898-@16074373^16081127-,chr2,+,16074373^,16080898-,16074373^16081127-
chr2@+@16228381^16228591-@16228381^16229032-,chr2,+,16228381^,16228591-,16228381^16229032-
chr2@+@16523489^16524693-@16523489^16524855-,chr2,+,16523489^,16524693-,16523489^16524855-
chr2@-@17800104^17799760-@17800104^17799724-,chr2,-,17800104^,17799760-,17800104^17799724-
chr2@+@17754345^17759912-@17754345^17759929-,chr2,+,17754345^,17759912-,17754345^17759929-
chr2@+@19475612^19479097-@19475612^19479224-,chr2,+,19475612^,19479097-,19475612^19479224-
chr2@+@19869613^19870402-@19869613^19870425-,chr2,+,19869613^,19870402-,19869613^19870425-
chr2@+@19881618^19881706-@19881618^19882215-,chr2,+,19881618^,19881706-,19881618^19882215-
chr2@-@21710149^21692999-@21710149^21692994-,chr2,-,21710149^,21692999-,21710149^21692994-
chr2@+@24017588^24021630-@24017588^24021648-,chr2,+,24017588^,24021630-,24017588^24021648-
chr2@+@24060926^24063019-@24060926^24063064-,chr2,+,24060926^,24063019-,24060926^24063064-
chr2@+@24762776^24768221-@24762776^24768224-,chr2,+,24762776^,24768221-,24762776^24768224-
chr2@+@24814493^24815497-@24814493^24815598-,chr2,+,24814493^,24815497-,24814493^24815598-
chr2@+@24815756^24816646-@24815756^24816731-,chr2,+,24815756^,24816646-,24815756^24816731-
chr2@+@24815756^24816646-@24815756^24816759-,chr2,+,24815756^,24816646-,24815756^24816759-
chr2@+@24815756^24816731-@24815756^24816759-,chr2,+,24815756^,24816731-,24815756^24816759-
chr2@-@24872570^24842384-@24872570^24842354-,chr2,-,24872570^,24842384-,24872570^24842354-
chr2@-@24830709^24828161-@24830709^24828023-,chr2,-,24830709^,24828161-,24830709^24828023-
chr2@-@24827546^24826129-@24827546^24826126-,chr2,-,24827546^,24826129-,24827546^24826126-
chr2@+@25001545^25003985-@25001545^25004067-,chr2,+,25001545^,25003985-,25001545^25004067-
chr2@-@25165636^25164822-@25165636^25164792-,chr2,-,25165636^,25164822-,25165636^25164792-
chr2@-@25168498^25164822-@25168498^25164792-,chr2,-,25168498^,25164822-,25168498^25164792-
chr2@-@25243898^25241777-@25243898^25241707-,chr2,-,25243898^,25241777-,25243898^25241707-
chr2@-@25951789^25930063-@25951789^25930060-,chr2,-,25951789^,25930063-,25951789^25930060-
chr2@-@26215053^26214576-@26215053^26214561-,chr2,-,26215053^,26214576-,26215053^26214561-
chr2@-@26316275^26315767-@26316275^26315740-,chr2,-,26316275^,26315767-,26316275^26315740-
chr2@-@26473132^26472649-@26473132^26472589-,chr2,-,26473132^,26472649-,26473132^26472589-
chr2@+@26792240^26792502-@26792240^26792756-,chr2,+,26792240^,26792502-,26792240^26792756-
chr2@+@27037702^27037790-@27037702^27037815-,chr2,+,27037702^,27037790-,27037702^27037815-
chr2@+@27037892^27038032-@27037892^27038146-,chr2,+,27037892^,27038032-,27037892^27038146-
chr2@-@27071326^27070742-@27071326^27070721-,chr2,-,27071326^,27070742-,27071326^27070721-
chr2@-@27134287^27133721-@27134287^27133654-,chr2,-,27134287^,27133721-,27134287^27133654-
chr2@-@27134287^27133721-@27134287^27133654-27133532^27133337-,chr2,-,27134287^,27133721-,27134287^27133654-27133532^27133337-
chr2@+@27236523^27236728-@27236523^27236749-,chr2,+,27236523^,27236728-,27236523^27236749-
chr2@+@27275553^27276643-@27275553^27276703-,chr2,+,27275553^,27276643-,27275553^27276703-
chr2@+@27276841^27277754-@27276841^27277802-,chr2,+,27276841^,27277754-,27276841^27277802-
chr2@-@27322448^27317234-@27322448^27317173-,chr2,-,27322448^,27317234-,27322448^27317173-
chr2@-@27322448^27313109-@27322448^27313074-,chr2,-,27322448^,27313109-,27322448^27313074-
chr2@-@27322448^27313154-@27322448^27313074-,chr2,-,27322448^,27313154-,27322448^27313074-
chr2@-@27322448^27313154-@27322448^27313109-,chr2,-,27322448^,27313154-,27322448^27313109-
chr2@-@27312680^27312589-@27312680^27312246-,chr2,-,27312680^,27312589-,27312680^27312246-
chr2@+@27336088^27336216-@27336088^27336292-,chr2,+,27336088^,27336216-,27336088^27336292-
chr2@+@27335720^27336216-@27335720^27336292-,chr2,+,27335720^,27336216-,27335720^27336292-
chr2@-@27369876^27369549-@27369876^27369545-,chr2,-,27369876^,27369549-,27369876^27369545-
chr2@-@27369414^27369212-@27369414^27369209-,chr2,-,27369414^,27369212-,27369414^27369209-
chr2@-@27368372^27368139-@27368372^27368113-,chr2,-,27368372^,27368139-,27368372^27368113-
chr2@+@27374433^27374689-@27374433^27375061-,chr2,+,27374433^,27374689-,27374433^27375061-
chr2@+@27428731^27433249-@27428731^27433254-,chr2,+,27428731^,27433249-,27428731^27433254-
chr2@+@27444061^27444186-@27444061^27444189-,chr2,+,27444061^,27444186-,27444061^27444189-
chr2@-@27483289^27481260-@27483289^27481126-,chr2,-,27483289^,27481260-,27483289^27481126-
chr2@+@27583716^27598067-@27583716^27598070-,chr2,+,27583716^,27598067-,27583716^27598070-
chr2@-@27662179^27661601-@27662179^27661388-,chr2,-,27662179^,27661601-,27662179^27661388-
chr2@+@28532194^28538286-@28532194^28538319-,chr2,+,28532194^,28538286-,28532194^28538319-
chr2@-@28751296^28750385-@28751296^28748963-,chr2,-,28751296^,28750385-,28751296^28748963-
chr2@+@30148541^30155815-@30148541^30155850-,chr2,+,30148541^,30155815-,30148541^30155850-
chr2@-@30745723^30743579-@30745723^30743535-,chr2,-,30745723^,30743579-,30745723^30743535-
chr2@-@30924740^30924297-@30924740^30924263-,chr2,-,30924740^,30924297-,30924740^30924263-
chr2@+@32064246^32087492-@32064246^32087495-,chr2,+,32064246^,32087492-,32064246^32087495-
chr2@+@32089605^32098796-@32089605^32098801-,chr2,+,32089605^,32098796-,32089605^32098801-
chr2@+@32145007^32147195-@32145007^32147218-,chr2,+,32145007^,32147195-,32145007^32147218-
chr2@+@32193983^32197318-@32193983^32197344-,chr2,+,32193983^,32197318-,32193983^32197344-
chr2@+@32927346^32928032-@32927346^32928236-,chr2,+,32927346^,32928032-,32927346^32928236-
chr2@+@33252844^33257284-@33252844^33257443-,chr2,+,33252844^,33257284-,33252844^33257443-
chr2@+@33252844^33257368-@33252844^33257443-,chr2,+,33252844^,33257368-,33252844^33257443-
chr2@+@33252844^33257284-@33252844^33257368-,chr2,+,33252844^,33257284-,33252844^33257368-
chr2@+@33347510^33360597-@33347510^33360603-,chr2,+,33347510^,33360597-,33347510^33360603-
chr2@+@33481304^33511710-@33481304^33511812-,chr2,+,33481304^,33511710-,33481304^33511812-
chr2@+@33476707^33511710-@33476707^33511812-,chr2,+,33476707^,33511710-,33476707^33511812-
chr2@+@33534400^33539094-@33534400^33539097-,chr2,+,33534400^,33539094-,33534400^33539097-
chr2@+@34722121^34731366-@34722121^34731455-,chr2,+,34722121^,34731366-,34722121^34731455-
chr2@+@35159628^35162776-@35159628^35162789-,chr2,+,35159628^,35162776-,35159628^35162789-
chr2@+@35163059^35164120-@35163059^35164128-,chr2,+,35163059^,35164120-,35163059^35164128-
chr2@-@36886716^36884075-@36886716^36884065-,chr2,-,36886716^,36884075-,36886716^36884065-
chr2@-@37156908^37149023-@37156908^37148939-,chr2,-,37156908^,37149023-,37156908^37148939-
chr2@-@37156908^37149257-@37156908^37149023-,chr2,-,37156908^,37149257-,37156908^37149023-
chr2@-@37156908^37149023-@37156908^37148915-,chr2,-,37156908^,37149023-,37156908^37148915-
chr2@-@37156908^37149257-@37156908^37148939-,chr2,-,37156908^,37149257-,37156908^37148939-
chr2@-@37156908^37148939-@37156908^37148915-,chr2,-,37156908^,37148939-,37156908^37148915-
chr2@-@37156908^37149257-@37156908^37148915-,chr2,-,37156908^,37149257-,37156908^37148915-
chr2@+@37242693^37243863-@37242693^37243911-,chr2,+,37242693^,37243863-,37242693^37243911-
chr2@-@38029855^37963193-@38029855^37963155-,chr2,-,38029855^,37963193-,38029855^37963155-
chr2@-@38669450^38669068-@38669450^38668985-,chr2,-,38669450^,38669068-,38669450^38668985-
chr2@-@38749529^38749346-@38749529^38749173-,chr2,-,38749529^,38749346-,38749529^38749173-
chr2@-@38856340^38855275-@38856340^38855252-,chr2,-,38856340^,38855275-,38856340^38855252-
chr2@+@38880229^38880582-@38880229^38880600-,chr2,+,38880229^,38880582-,38880229^38880600-
chr2@+@38880706^38881442-@38880706^38881476-,chr2,+,38880706^,38881442-,38880706^38881476-
chr2@+@39518710^39588449-@39518710^39588486-,chr2,+,39518710^,39588449-,39518710^39588486-
chr2@+@40210024^40213109-@40210024^40213169-,chr2,+,40210024^,40213109-,40210024^40213169-
chr2@-@40512349^40430304-@40512349^40430301-,chr2,-,40512349^,40430304-,40512349^40430301-
chr2@+@42055020^42055193-@42055020^42055286-,chr2,+,42055020^,42055193-,42055020^42055286-
chr2@+@42697834^42704194-@42697834^42704197-,chr2,+,42697834^,42704194-,42697834^42704197-
chr2@+@42704318^42707903-@42704318^42707911-,chr2,+,42704318^,42707903-,42704318^42707911-
chr2@-@42783314^42770582-@42783314^42770186-,chr2,-,42783314^,42770582-,42783314^42770186-
chr2@-@43036696^43033526-@43036696^43033409-,chr2,-,43036696^,43033526-,43036696^43033409-
chr2@-@43578513^43577242-@43578513^43577234-,chr2,-,43578513^,43577242-,43578513^43577234-
chr2@-@43552204^43551925-@43552204^43551922-,chr2,-,43552204^,43551925-,43552204^43551922-
chr2@+@43695224^43697171-@43695224^43697174-,chr2,+,43695224^,43697171-,43695224^43697174-
chr2@+@43738520^43740816-@43738520^43740946-,chr2,+,43738520^,43740816-,43738520^43740946-
chr2@+@43794643^43795887-@43794643^43795890-,chr2,+,43794643^,43795887-,43794643^43795890-
chr2@-@43831769^43828468-@43831769^43828115-,chr2,-,43831769^,43828468-,43831769^43828115-
chr2@-@44361380^44360038-@44361380^44359750-,chr2,-,44361380^,44360038-,44361380^44359750-
chr2@-@46394018^46393345-@46394018^46393194-,chr2,-,46394018^,46393345-,46394018^46393194-
chr2@+@46440226^46441221-@46440226^46441292-,chr2,+,46440226^,46441221-,46440226^46441292-
chr2@+@46440226^46441096-@46440226^46441292-,chr2,+,46440226^,46441096-,46440226^46441292-
chr2@+@46440226^46441096-@46440226^46441221-,chr2,+,46440226^,46441096-,46440226^46441221-
chr2@+@46816912^46817248-@46816912^46817370-,chr2,+,46816912^,46817248-,46816912^46817370-
chr2@+@47466808^47470965-@47466808^47470988-,chr2,+,47466808^,47470965-,47466808^47470988-
chr2@+@47696097^47708183-@47696097^47708209-,chr2,+,47696097^,47708183-,47696097^47708209-
chr2@+@47796063^47798611-@47796063^47798615-,chr2,+,47796063^,47798611-,47796063^47798615-
chr2@+@48451076^48454556-@48451076^48454595-,chr2,+,48451076^,48454556-,48451076^48454595-
chr2@+@48454741^48458002-@48454741^48458126-,chr2,+,48454741^,48458002-,48454741^48458126-
chr2@+@48582563^48591653-@48582563^48591745-,chr2,+,48582563^,48591653-,48582563^48591745-
chr2@-@48708948^48698800-@48708948^48698775-,chr2,-,48708948^,48698800-,48708948^48698775-
chr2@-@48694224^48688583-@48694224^48688139-,chr2,-,48694224^,48688583-,48694224^48688139-
chr2@-@51027502^50925955-@51027502^50925952-,chr2,-,51027502^,50925955-,51027502^50925952-
chr2@-@51221671^51203175-@51221671^51203161-,chr2,-,51221671^,51203175-,51221671^51203161-
chr2@-@51221671^51203161-@51221671^51203148-,chr2,-,51221671^,51203161-,51221671^51203148-
chr2@-@51221671^51203175-@51221671^51203148-,chr2,-,51221671^,51203175-,51221671^51203148-
chr2@+@55314251^55329422-@55314251^55329568-,chr2,+,55314251^,55329422-,55314251^55329568-
chr2@-@55332566^55328435-@55332566^55328432-,chr2,-,55332566^,55328435-,55332566^55328432-
chr2@-@55299839^55296523-@55299839^55296520-,chr2,-,55299839^,55296523-,55299839^55296520-
chr2@-@55291676^55291164-@55291676^55288355-,chr2,-,55291676^,55291164-,55291676^55288355-
chr2@-@55291676^55291164-@55291676^55288355-,chr2,-,55291676^,55291164-,55291676^55288355-
chr2@+@55537585^55543938-@55537585^55544025-,chr2,+,55537585^,55543938-,55537585^55544025-
chr2@-@55644637^55643425-@55644637^55643412-,chr2,-,55644637^,55643425-,55644637^55643412-
chr2@-@55922899^55922747-@55922899^55922691-,chr2,-,55922899^,55922747-,55922899^55922691-
chr2@-@55922899^55922747-@55922899^55922691-,chr2,-,55922899^,55922747-,55922899^55922691-
chr2@-@55922899^55922691-@55922899^55922447-,chr2,-,55922899^,55922691-,55922899^55922447-
chr2@-@55923711^55922747-@55923711^55922447-,chr2,-,55923711^,55922747-,55923711^55922447-
chr2@-@55918219^55918084-@55918219^55918051-,chr2,-,55918219^,55918084-,55918219^55918051-
chr2@+@58046821^58048827-@58046821^58048881-,chr2,+,58046821^,58048827-,58046821^58048881-
chr2@+@58146474^58154754-@58146474^58154759-,chr2,+,58146474^,58154754-,58146474^58154759-
chr2@-@61220310^61214694-@61220310^61214278-,chr2,-,61220310^,61214694-,61220310^61214278-
chr2@-@61204256^61203263-@61204256^61203206-,chr2,-,61204256^,61203263-,61204256^61203206-
chr2@-@61842122^61840581-@61842122^61840525-,chr2,-,61842122^,61840581-,61842122^61840525-
chr2@-@62631402^62629476-@62631402^62629460-,chr2,-,62631402^,62629476-,62631402^62629460-
chr2@-@62631402^62629460-@62631402^62629444-,chr2,-,62631402^,62629460-,62631402^62629444-
chr2@-@62631402^62629476-@62631402^62629444-,chr2,-,62631402^,62629476-,62631402^62629444-
chr2@-@62629353^62625220-@62629353^62625143-,chr2,-,62629353^,62625220-,62629353^62625143-
chr2@+@62955660^62979188-@62955660^62979191-,chr2,+,62955660^,62979188-,62955660^62979191-
chr2@+@63053087^63053932-@63053087^63054047-,chr2,+,63053087^,63053932-,63053087^63054047-
chr2@-@63484604^63439871-@63484604^63439855-,chr2,-,63484604^,63439871-,63484604^63439855-
chr2@+@63589046^63593124-@63589046^63593440-,chr2,+,63589046^,63593124-,63589046^63593440-
chr2@+@63842204^63856306-@63842204^63856330-,chr2,+,63842204^,63856306-,63842204^63856330-
chr2@-@63983864^63981887-@63983864^63981851-,chr2,-,63983864^,63981887-,63983864^63981851-
chr2@+@64455677^64456268-@64455677^64456288-,chr2,+,64455677^,64456268-,64455677^64456288-
chr2@+@65239962^65241972-@65239962^65242049-,chr2,+,65239962^,65241972-,65239962^65242049-
chr2@-@66703118^66700394-@66703118^66700108-,chr2,-,66703118^,66700394-,66703118^66700108-
chr2@+@67397671^67399169-@67397671^67399173-,chr2,+,67397671^,67399169-,67397671^67399173-
chr2@+@67399626^67400344-@67399626^67402862-,chr2,+,67399626^,67400344-,67399626^67402862-
chr2@+@67402974^67403225-@67402974^67404997-,chr2,+,67402974^,67403225-,67402974^67404997-
chr2@+@67402974^67403225-@67402974^67405236-,chr2,+,67402974^,67403225-,67402974^67405236-
chr2@+@67402974^67404997-@67402974^67405236-,chr2,+,67402974^,67404997-,67402974^67405236-
chr2@+@67564465^67565557-@67564465^67565577-,chr2,+,67564465^,67565557-,67564465^67565577-
chr2@+@67565710^67566776-@67565710^67566780-,chr2,+,67565710^,67566776-,67565710^67566780-
chr2@+@67566884^67568005-@67566884^67568008-,chr2,+,67566884^,67568005-,67566884^67568008-
chr2@-@68053061^68047319-@68053061^68047315-,chr2,-,68053061^,68047319-,68053061^68047315-
chr2@-@68319772^68319466-@68319772^68319322-,chr2,-,68319772^,68319466-,68319772^68319322-
chr2@+@68787956^68807273-@68787956^68807276-,chr2,+,68787956^,68807273-,68787956^68807276-
chr2@+@68782320^68807273-@68782320^68807276-,chr2,+,68782320^,68807273-,68782320^68807276-
chr2@+@68807480^68813287-@68807480^68813289-,chr2,+,68807480^,68813287-,68807480^68813289-
chr2@-@68836411^68834366-@68836411^68834166-,chr2,-,68836411^,68834366-,68836411^68834166-
chr2@-@68836411^68834214-@68836411^68834166-,chr2,-,68836411^,68834214-,68836411^68834166-
chr2@-@68836411^68834366-@68836411^68834214-,chr2,-,68836411^,68834366-,68836411^68834214-
chr2@+@69742175^69781494-@69742175^69781520-,chr2,+,69742175^,69781494-,69742175^69781520-
chr2@+@69935465^69937019-@69935465^69937235-,chr2,+,69935465^,69937019-,69935465^69937235-
chr2@-@70055656^70053815-@70055656^70053792-,chr2,-,70055656^,70053815-,70055656^70053792-
chr2@-@70055656^70053994-@70055656^70053815-,chr2,-,70055656^,70053994-,70055656^70053815-
chr2@-@70055656^70053994-@70055656^70053792-,chr2,-,70055656^,70053994-,70055656^70053792-
chr2@-@70055714^70053815-@70055714^70053792-,chr2,-,70055714^,70053815-,70055714^70053792-
chr2@-@70055714^70053815-@70055714^70053812-,chr2,-,70055714^,70053815-,70055714^70053812-
chr2@-@70055714^70053812-@70055714^70053792-,chr2,-,70055714^,70053812-,70055714^70053792-
chr2@-@70083538^70053815-@70083538^70053792-,chr2,-,70083538^,70053815-,70083538^70053792-
chr2@-@70051203^70050268-@70051203^70050252-,chr2,-,70051203^,70050268-,70051203^70050252-
chr2@-@70051203^70050252-@70051203^70048957-,chr2,-,70051203^,70050252-,70051203^70048957-
chr2@-@70051203^70050268-@70051203^70050252-,chr2,-,70051203^,70050268-,70051203^70050252-
chr2@-@70015448^70011834-@70015448^70011718-,chr2,-,70015448^,70011834-,70015448^70011718-
chr2@-@70018015^70011834-@70018015^70011718-,chr2,-,70018015^,70011834-,70018015^70011718-
chr2@-@69996686^69994250-@69996686^69994218-,chr2,-,69996686^,69994250-,69996686^69994218-
chr2@-@70229059^70227822-@70229059^70227791-,chr2,-,70229059^,70227822-,70229059^70227791-
chr2@-@70215371^70214494-@70215371^70214491-,chr2,-,70215371^,70214494-,70215371^70214491-
chr2@-@70301925^70301603-@70301925^70300980-,chr2,-,70301925^,70301603-,70301925^70300980-
