ase_id,chr,strand,out_donor,out_acceptor,in_junction
chr6@+@33276066^33276176-@33276065^33276067-33276176^33276178-,chr6,+,33276066^,33276176-,33276065^33276067-33276176^33276178-
chr6@-@33279497^33279374-@33279499^33279497-33279375^33279373-,chr6,-,33279497^,33279374-,33279499^33279497-33279375^33279373-
chr6@-@33280674^33280522-@33280676^33280674-33280523^33280521-,chr6,-,33280674^,33280522-,33280676^33280674-33280523^33280521-
chr6@-@33288358^33288235-@33288360^33288358-33288236^33288234-,chr6,-,33288358^,33288235-,33288360^33288358-33288236^33288234-
chr6@-@33293604^33293524-@33293606^33293604-33293525^33293523-,chr6,-,33293604^,33293524-,33293606^33293604-33293525^33293523-
chr6@-@33294034^33293916-@33294036^33294034-33293917^33293915-,chr6,-,33294034^,33293916-,33294036^33294034-33293917^33293915-
chr6@-@33319202^33319049-@33319204^33319202-33319050^33319048-,chr6,-,33319202^,33319049-,33319204^33319202-33319050^33319048-
chr6@+@33414829^33414966-@33414828^33414830-33414966^33414968-,chr6,+,33414829^,33414966-,33414828^33414830-33414966^33414968-
chr6@+@33414829^33414955-@33414828^33414830-33414955^33414957-,chr6,+,33414829^,33414955-,33414828^33414830-33414955^33414957-
chr6@-@33416749^33416660-@33416751^33416749-33416661^33416659-,chr6,-,33416749^,33416660-,33416751^33416749-33416661^33416659-
chr6@-@33417251^33417142-@33417253^33417251-33417143^33417141-,chr6,-,33417251^,33417142-,33417253^33417251-33417143^33417141-
chr6@-@33417247^33417142-@33417249^33417247-33417143^33417141-,chr6,-,33417247^,33417142-,33417249^33417247-33417143^33417141-
chr6@-@33575864^33575803-@33575866^33575864-33575804^33575802-,chr6,-,33575864^,33575803-,33575866^33575864-33575804^33575802-
chr6@-@33771697^33771658-@33771699^33771697-33771659^33771657-,chr6,-,33771697^,33771658-,33771699^33771697-33771659^33771657-
chr6@-@33780100^33778387-@33780102^33780100-33778388^33778386-,chr6,-,33780100^,33778387-,33780102^33780100-33778388^33778386-
chr6@+@33914211^33914726-@33914210^33914212-33914726^33914728-,chr6,+,33914211^,33914726-,33914210^33914212-33914726^33914728-
chr6@+@33914211^33914457-@33914210^33914212-33914457^33914459-,chr6,+,33914211^,33914457-,33914210^33914212-33914457^33914459-
chr6@-@34061893^34059128-@34061895^34061893-34059129^34059127-,chr6,-,34061893^,34059128-,34061895^34061893-34059129^34059127-
chr6@+@34236963^34237204-@34236962^34236964-34237204^34237206-,chr6,+,34236963^,34237204-,34236962^34236964-34237204^34237206-
chr6@-@34418369^34417547-@34418371^34418369-34417548^34417546-,chr6,-,34418369^,34417547-,34418371^34418369-34417548^34417546-
chr6@+@35286208^35286322-@35286207^35286209-35286322^35286324-,chr6,+,35286208^,35286322-,35286207^35286209-35286322^35286324-
chr6@+@35290716^35291278-@35290715^35290717-35291278^35291280-,chr6,+,35290716^,35291278-,35290715^35290717-35291278^35291280-
chr6@+@35468439^35468799-@35468438^35468440-35468799^35468801-,chr6,+,35468439^,35468799-,35468438^35468440-35468799^35468801-
chr6@+@35468873^35468947-@35468872^35468874-35468947^35468949-,chr6,+,35468873^,35468947-,35468872^35468874-35468947^35468949-
chr6@+@35469027^35469381-@35469026^35469028-35469381^35469383-,chr6,+,35469027^,35469381-,35469026^35469028-35469381^35469383-
chr6@+@35469285^35469381-@35469284^35469286-35469381^35469383-,chr6,+,35469285^,35469381-,35469284^35469286-35469381^35469383-
chr6@-@36970647^36970473-@36970649^36970647-36970474^36970472-,chr6,-,36970647^,36970473-,36970649^36970647-36970474^36970472-
chr6@+@37013765^37013962-@37013764^37013766-37013962^37013964-,chr6,+,37013765^,37013962-,37013764^37013766-37013962^37013964-
chr6@+@37022370^37025792-@37022369^37022371-37025792^37025794-,chr6,+,37022370^,37025792-,37022369^37022371-37025792^37025794-
chr6@+@37027575^37027948-@37027574^37027576-37027948^37027950-,chr6,+,37027575^,37027948-,37027574^37027576-37027948^37027950-
chr6@-@37655700^37654932-@37655702^37655700-37654933^37654931-,chr6,-,37655700^,37654932-,37655702^37655700-37654933^37654931-
chr6@-@41705917^41705752-@41705919^41705917-41705753^41705751-,chr6,-,41705917^,41705752-,41705919^41705917-41705753^41705751-
chr6@+@41783605^41784131-@41783604^41783606-41784131^41784133-,chr6,+,41783605^,41784131-,41783604^41783606-41784131^41784133-
chr6@+@41783605^41783734-@41783604^41783606-41783734^41783736-,chr6,+,41783605^,41783734-,41783604^41783606-41783734^41783736-
chr6@-@42269499^42269251-@42269501^42269499-42269252^42269250-,chr6,-,42269499^,42269251-,42269501^42269499-42269252^42269250-
chr6@+@42935622^42935624-@42935621^42935623-42935624^42935626-,chr6,+,42935622^,42935624-,42935621^42935623-42935624^42935626-
chr6@-@43056081^43056007-@43056083^43056081-43056008^43056006-,chr6,-,43056081^,43056007-,43056083^43056081-43056008^43056006-
chr6@+@43142299^43143417-@43142298^43142300-43143417^43143419-,chr6,+,43142299^,43143417-,43142298^43142300-43143417^43143419-
chr6@+@43196265^43196645-@43196264^43196266-43196645^43196647-,chr6,+,43196265^,43196645-,43196264^43196266-43196645^43196647-
chr6@+@43299097^43299390-@43299096^43299098-43299390^43299392-,chr6,+,43299097^,43299390-,43299096^43299098-43299390^43299392-
chr6@+@43299274^43299390-@43299273^43299275-43299390^43299392-,chr6,+,43299274^,43299390-,43299273^43299275-43299390^43299392-
chr6@+@43438013^43438624-@43438012^43438014-43438624^43438626-,chr6,+,43438013^,43438624-,43438012^43438014-43438624^43438626-
chr6@+@43443159^43443933-@43443158^43443160-43443933^43443935-,chr6,+,43443159^,43443933-,43443158^43443160-43443933^43443935-
chr6@+@43500772^43501526-@43500771^43500773-43501526^43501528-,chr6,+,43500772^,43501526-,43500771^43500773-43501526^43501528-
chr6@+@43502617^43503401-@43502616^43502618-43503401^43503403-,chr6,+,43502617^,43503401-,43502616^43502618-43503401^43503403-
chr6@+@43503706^43504761-@43503705^43503707-43504761^43504763-,chr6,+,43503706^,43504761-,43503705^43503707-43504761^43504763-
chr6@+@43505660^43506449-@43505659^43505661-43506449^43506451-,chr6,+,43505660^,43506449-,43505659^43505661-43506449^43506451-
chr6@-@43513359^43513098-@43513361^43513359-43513099^43513097-,chr6,-,43513359^,43513098-,43513361^43513359-43513099^43513097-
chr6@-@43513359^43513200-@43513361^43513359-43513201^43513199-,chr6,-,43513359^,43513200-,43513361^43513359-43513201^43513199-
chr6@+@43519838^43520066-@43519837^43519839-43520066^43520068-,chr6,+,43519838^,43520066-,43519837^43519839-43520066^43520068-
chr6@+@43519905^43520066-@43519904^43519906-43520066^43520068-,chr6,+,43519905^,43520066-,43519904^43519906-43520066^43520068-
chr6@+@43520185^43520275-@43520184^43520186-43520275^43520277-,chr6,+,43520185^,43520275-,43520184^43520186-43520275^43520277-
chr6@-@43621761^43621516-@43621763^43621761-43621517^43621515-,chr6,-,43621761^,43621516-,43621763^43621761-43621517^43621515-
chr6@-@43622003^43621790-@43622005^43622003-43621791^43621789-,chr6,-,43622003^,43621790-,43622005^43622003-43621791^43621789-
chr6@-@43625363^43625062-@43625365^43625363-43625063^43625061-,chr6,-,43625363^,43625062-,43625365^43625363-43625063^43625061-
chr6@-@43675494^43675271-@43675496^43675494-43675272^43675270-,chr6,-,43675494^,43675271-,43675496^43675494-43675272^43675270-
chr6@+@44179630^44179952-@44179629^44179631-44179952^44179954-,chr6,+,44179630^,44179952-,44179629^44179631-44179952^44179954-
chr6@+@44230046^44230367-@44230045^44230047-44230367^44230369-,chr6,+,44230046^,44230367-,44230045^44230047-44230367^44230369-
chr6@+@44230046^44230347-@44230045^44230047-44230347^44230349-,chr6,+,44230046^,44230347-,44230045^44230047-44230347^44230349-
chr6@+@44232428^44232807-@44232427^44232429-44232807^44232809-,chr6,+,44232428^,44232807-,44232427^44232429-44232807^44232809-
chr6@-@47014681^47012195-@47014683^47014681-47012196^47012194-,chr6,-,47014681^,47012195-,47014683^47014681-47012196^47012194-
chr6@+@52438375^52438455-@52438374^52438376-52438455^52438457-,chr6,+,52438375^,52438455-,52438374^52438376-52438455^52438457-
chr6@+@52452837^52454095-@52452836^52452838-52454095^52454097-,chr6,+,52452837^,52454095-,52452836^52452838-52454095^52454097-
chr6@+@52452837^52454062-@52452836^52452838-52454062^52454064-,chr6,+,52452837^,52454062-,52452836^52452838-52454062^52454064-
chr6@+@52577651^52578219-@52577650^52577652-52578219^52578221-,chr6,+,52577651^,52578219-,52577650^52577652-52578219^52578221-
chr6@+@52578393^52578502-@52578392^52578394-52578502^52578504-,chr6,+,52578393^,52578502-,52578392^52578394-52578502^52578504-
chr6@+@53092824^53093466-@53092823^53092825-53093466^53093468-,chr6,+,53092824^,53093466-,53092823^53092825-53093466^53093468-
chr6@-@54047513^54047414-@54047515^54047513-54047415^54047413-,chr6,-,54047513^,54047414-,54047515^54047513-54047415^54047413-
chr6@-@63281022^63280600-@63281024^63281022-63280601^63280599-,chr6,-,63281022^,63280600-,63281024^63281022-63280601^63280599-
chr6@-@65495477^65495363-@65495479^65495477-65495364^65495362-,chr6,-,65495477^,65495363-,65495479^65495477-65495364^65495362-
chr6@+@69233160^69233290-@69233159^69233161-69233290^69233292-,chr6,+,69233160^,69233290-,69233159^69233161-69233290^69233292-
chr6@+@70525191^70525864-@70525190^70525192-70525864^70525866-,chr6,+,70525191^,70525864-,70525190^70525192-70525864^70525866-
chr6@-@71310550^71310373-@71310552^71310550-71310374^71310372-,chr6,-,71310550^,71310373-,71310552^71310550-71310374^71310372-
chr6@-@73241643^73241523-@73241645^73241643-73241524^73241522-,chr6,-,73241643^,73241523-,73241645^73241643-73241524^73241522-
chr6@-@73263096^73263065-@73263098^73263096-73263066^73263064-,chr6,-,73263096^,73263065-,73263098^73263096-73263066^73263064-
chr6@+@73479844^73479936-@73479843^73479845-73479936^73479938-,chr6,+,73479844^,73479936-,73479843^73479845-73479936^73479938-
chr6@+@73480126^73480293-@73480125^73480127-73480293^73480295-,chr6,+,73480126^,73480293-,73480125^73480127-73480293^73480295-
chr6@-@73518354^73518264-@73518356^73518354-73518265^73518263-,chr6,-,73518354^,73518264-,73518356^73518354-73518265^73518263-
chr6@-@73519128^73519064-@73519130^73519128-73519065^73519063-,chr6,-,73519128^,73519064-,73519130^73519128-73519065^73519063-
chr6@-@73519337^73519228-@73519339^73519337-73519229^73519227-,chr6,-,73519337^,73519228-,73519339^73519337-73519229^73519227-
chr6@-@78958475^78955682-@78958477^78958475-78955683^78955681-,chr6,-,78958475^,78955682-,78958477^78958475-78955683^78955681-
chr6@+@79420404^79420540-@79420403^79420405-79420540^79420542-,chr6,+,79420404^,79420540-,79420403^79420405-79420540^79420542-
chr6@-@82191787^82191216-@82191789^82191787-82191217^82191215-,chr6,-,82191787^,82191216-,82191789^82191787-82191217^82191215-
chr6@-@85677424^85677191-@85677426^85677424-85677192^85677190-,chr6,-,85677424^,85677191-,85677426^85677424-85677192^85677190-
chr6@-@85678136^85677492-@85678138^85678136-85677493^85677491-,chr6,-,85678136^,85677492-,85678138^85678136-85677493^85677491-
chr6@-@85677954^85677492-@85677956^85677954-85677493^85677491-,chr6,-,85677954^,85677492-,85677956^85677954-85677493^85677491-
chr6@-@85677795^85677492-@85677797^85677795-85677493^85677491-,chr6,-,85677795^,85677492-,85677797^85677795-85677493^85677491-
chr6@-@85677791^85677492-@85677793^85677791-85677493^85677491-,chr6,-,85677791^,85677492-,85677793^85677791-85677493^85677491-
chr6@-@85677954^85677868-@85677956^85677954-85677869^85677867-,chr6,-,85677954^,85677868-,85677956^85677954-85677869^85677867-
chr6@-@85678136^85677875-@85678138^85678136-85677876^85677874-,chr6,-,85678136^,85677875-,85678138^85678136-85677876^85677874-
chr6@-@85677954^85677875-@85677956^85677954-85677876^85677874-,chr6,-,85677954^,85677875-,85677956^85677954-85677876^85677874-
chr6@-@85677954^85677899-@85677956^85677954-85677900^85677898-,chr6,-,85677954^,85677899-,85677956^85677954-85677900^85677898-
chr6@-@85678136^85678032-@85678138^85678136-85678033^85678031-,chr6,-,85678136^,85678032-,85678138^85678136-85678033^85678031-
chr6@-@85678698^85678188-@85678700^85678698-85678189^85678187-,chr6,-,85678698^,85678188-,85678700^85678698-85678189^85678187-
chr6@-@85678694^85678188-@85678696^85678694-85678189^85678187-,chr6,-,85678694^,85678188-,85678696^85678694-85678189^85678187-
chr6@-@85678498^85678188-@85678500^85678498-85678189^85678187-,chr6,-,85678498^,85678188-,85678500^85678498-85678189^85678187-
chr6@-@85678403^85678188-@85678405^85678403-85678189^85678187-,chr6,-,85678403^,85678188-,85678405^85678403-85678189^85678187-
chr6@+@87508437^87508439-@87508436^87508438-87508439^87508441-,chr6,+,87508437^,87508439-,87508436^87508438-87508439^87508441-
chr6@-@90552049^90550549-@90552051^90552049-90550550^90550548-,chr6,-,90552049^,90550549-,90552051^90552049-90550550^90550548-
chr6@-@97267872^97263448-@97267874^97267872-97263449^97263447-,chr6,-,97267872^,97263448-,97267874^97267872-97263449^97263447-
chr6@-@97272704^97269992-@97272706^97272704-97269993^97269991-,chr6,-,97272704^,97269992-,97272706^97272704-97269993^97269991-
chr6@-@99404603^99403882-@99404605^99404603-99403883^99403881-,chr6,-,99404603^,99403882-,99404605^99404603-99403883^99403881-
chr6@-@99416349^99414686-@99416351^99416349-99414687^99414685-,chr6,-,99416349^,99414686-,99416351^99416349-99414687^99414685-
chr6@-@99416349^99414690-@99416351^99416349-99414691^99414689-,chr6,-,99416349^,99414690-,99416351^99416349-99414691^99414689-
chr6@-@106774855^106774793-@106774857^106774855-106774794^106774792-,chr6,-,106774855^,106774793-,106774857^106774855-106774794^106774792-
chr6@-@107746689^107745143-@107746691^107746689-107745144^107745142-,chr6,-,107746689^,107745143-,107746691^107746689-107745144^107745142-
chr6@+@108767269^108768391-@108767268^108767270-108768391^108768393-,chr6,+,108767269^,108768391-,108767268^108767270-108768391^108768393-
chr6@-@109368922^109368325-@109368924^109368922-109368326^109368324-,chr6,-,109368922^,109368325-,109368924^109368922-109368326^109368324-
chr6@-@109446696^109446357-@109446698^109446696-109446358^109446356-,chr6,-,109446696^,109446357-,109446698^109446696-109446358^109446356-
chr6@-@109446696^109446412-@109446698^109446696-109446413^109446411-,chr6,-,109446696^,109446412-,109446698^109446696-109446413^109446411-
chr6@-@109452246^109451700-@109452248^109452246-109451701^109451699-,chr6,-,109452246^,109451700-,109452248^109452246-109451701^109451699-
chr6@+@110210803^110212133-@110210802^110210804-110212133^110212135-,chr6,+,110210803^,110212133-,110210802^110210804-110212133^110212135-
chr6@-@110425316^110425085-@110425318^110425316-110425086^110425084-,chr6,-,110425316^,110425085-,110425318^110425316-110425086^110425084-
chr6@-@110456900^110456803-@110456902^110456900-110456804^110456802-,chr6,-,110456900^,110456803-,110456902^110456900-110456804^110456802-
chr6@+@110892443^110892735-@110892442^110892444-110892735^110892737-,chr6,+,110892443^,110892735-,110892442^110892444-110892735^110892737-
chr6@-@111483190^111482931-@111483192^111483190-111482932^111482930-,chr6,-,111483190^,111482931-,111483192^111483190-111482932^111482930-
chr6@-@112254402^112254291-@112254404^112254402-112254292^112254290-,chr6,-,112254402^,112254291-,112254404^112254402-112254292^112254290-
chr6@-@118647040^118646939-@118647042^118647040-118646940^118646938-,chr6,-,118647040^,118646939-,118647042^118647040-118646940^118646938-
chr6@-@118913295^118911769-@118913297^118913295-118911770^118911768-,chr6,-,118913295^,118911769-,118913297^118913295-118911770^118911768-
chr6@-@118922005^118917761-@118922007^118922005-118917762^118917760-,chr6,-,118922005^,118917761-,118922007^118922005-118917762^118917760-
chr6@-@130870039^130869944-@130870041^130870039-130869945^130869943-,chr6,-,130870039^,130869944-,130870041^130870039-130869945^130869943-
chr6@-@131593006^131592460-@131593008^131593006-131592461^131592459-,chr6,-,131593006^,131592460-,131593008^131593006-131592461^131592459-
chr6@+@132131969^132132120-@132131968^132131970-132132120^132132122-,chr6,+,132131969^,132132120-,132131968^132131970-132132120^132132122-
chr6@-@132723734^132723054-@132723736^132723734-132723055^132723053-,chr6,-,132723734^,132723054-,132723736^132723734-132723055^132723053-
chr6@-@132734480^132734383-@132734482^132734480-132734384^132734382-,chr6,-,132734480^,132734383-,132734482^132734480-132734384^132734382-
chr6@-@132752673^132752577-@132752675^132752673-132752578^132752576-,chr6,-,132752673^,132752577-,132752675^132752673-132752578^132752576-
chr6@+@133088931^133089894-@133088930^133088932-133089894^133089896-,chr6,+,133088931^,133089894-,133088930^133088932-133089894^133089896-
chr6@-@133889126^133888743-@133889128^133889126-133888744^133888742-,chr6,-,133889126^,133888743-,133889128^133889126-133888744^133888742-
chr6@+@133891810^133893155-@133891809^133891811-133893155^133893157-,chr6,+,133891810^,133893155-,133891809^133891811-133893155^133893157-
chr6@-@134171023^134170915-@134171025^134171023-134170916^134170914-,chr6,-,134171023^,134170915-,134171025^134171023-134170916^134170914-
chr6@-@134173462^134173357-@134173464^134173462-134173358^134173356-,chr6,-,134173462^,134173357-,134173464^134173462-134173358^134173356-
chr6@-@134174732^134174586-@134174734^134174732-134174587^134174585-,chr6,-,134174732^,134174586-,134174734^134174732-134174587^134174585-
chr6@+@135196908^135196961-@135196907^135196909-135196961^135196963-,chr6,+,135196908^,135196961-,135196907^135196909-135196961^135196963-
chr6@-@136096120^136096019-@136096122^136096120-136096020^136096018-,chr6,-,136096120^,136096019-,136096122^136096120-136096020^136096018-
chr6@-@136276468^136275989-@136276470^136276468-136275990^136275988-,chr6,-,136276468^,136275989-,136276470^136276468-136275990^136275988-
chr6@+@137875720^137875722-@137875719^137875721-137875722^137875724-,chr6,+,137875720^,137875722-,137875719^137875721-137875722^137875724-
chr6@+@137879323^137879326-@137879322^137879324-137879326^137879328-,chr6,+,137879323^,137879326-,137879322^137879324-137879326^137879328-
chr6@+@138696755^138696903-@138696754^138696756-138696903^138696905-,chr6,+,138696755^,138696903-,138696754^138696756-138696903^138696905-
chr6@-@138929977^138926481-@138929979^138929977-138926482^138926480-,chr6,-,138929977^,138926481-,138929979^138929977-138926482^138926480-
chr6@+@139286902^139287010-@139286901^139286903-139287010^139287012-,chr6,+,139286902^,139287010-,139286901^139286903-139287010^139287012-
chr6@+@143503514^143503931-@143503513^143503515-143503931^143503933-,chr6,+,143503514^,143503931-,143503513^143503515-143503931^143503933-
chr6@+@143505457^143505970-@143505456^143505458-143505970^143505972-,chr6,+,143505457^,143505970-,143505456^143505458-143505970^143505972-
chr6@-@143942507^143942388-@143942509^143942507-143942389^143942387-,chr6,-,143942507^,143942388-,143942509^143942507-143942389^143942387-
chr6@-@143966158^143964818-@143966160^143966158-143964819^143964817-,chr6,-,143966158^,143964818-,143966160^143966158-143964819^143964817-
chr6@-@143965850^143964818-@143965852^143965850-143964819^143964817-,chr6,-,143965850^,143964818-,143965852^143965850-143964819^143964817-
chr6@-@145627490^145625726-@145627492^145627490-145625727^145625725-,chr6,-,145627490^,145625726-,145627492^145627490-145625727^145625725-
chr6@-@145686240^145686146-@145686242^145686240-145686147^145686145-,chr6,-,145686240^,145686146-,145686242^145686240-145686147^145686145-
chr6@-@145941830^145941827-@145941832^145941830-145941828^145941826-,chr6,-,145941830^,145941827-,145941832^145941830-145941828^145941826-
chr6@-@145955187^145954853-@145955189^145955187-145954854^145954852-,chr6,-,145955187^,145954853-,145955189^145955187-145954854^145954852-
chr6@+@146724327^146726083-@146724326^146724328-146726083^146726085-,chr6,+,146724327^,146726083-,146724326^146724328-146726083^146726085-
chr6@-@146844638^146844522-@146844640^146844638-146844523^146844521-,chr6,-,146844638^,146844522-,146844640^146844638-146844523^146844521-
chr6@-@146851118^146851023-@146851120^146851118-146851024^146851022-,chr6,-,146851118^,146851023-,146851120^146851118-146851024^146851022-
chr6@-@150001351^150001128-@150001353^150001351-150001129^150001127-,chr6,-,150001351^,150001128-,150001353^150001351-150001129^150001127-
chr6@-@152135104^152133488-@152135106^152135104-152133489^152133487-,chr6,-,152135104^,152133488-,152135106^152135104-152133489^152133487-
chr6@-@152135026^152133488-@152135028^152135026-152133489^152133487-,chr6,-,152135026^,152133488-,152135028^152135026-152133489^152133487-
chr6@-@152331348^152330993-@152331350^152331348-152330994^152330992-,chr6,-,152331348^,152330993-,152331350^152331348-152330994^152330992-
chr6@-@152455919^152455916-@152455921^152455919-152455917^152455915-,chr6,-,152455919^,152455916-,152455921^152455919-152455917^152455915-
chr6@+@154091472^154091809-@154091471^154091473-154091809^154091811-,chr6,+,154091472^,154091809-,154091471^154091473-154091809^154091811-
chr6@-@158117727^158116282-@158117729^158117727-158116283^158116281-,chr6,-,158117727^,158116282-,158117729^158117727-158116283^158116281-
chr6@+@158662812^158663205-@158662811^158662813-158663205^158663207-,chr6,+,158662812^,158663205-,158662811^158662813-158663205^158663207-
chr6@-@159682474^159679298-@159682476^159682474-159679299^159679297-,chr6,-,159682474^,159679298-,159682476^159682474-159679299^159679297-
chr6@+@160088147^160089107-@160088146^160088148-160089107^160089109-,chr6,+,160088147^,160089107-,160088146^160088148-160089107^160089109-
chr6@-@163190908^163187850-@163190910^163190908-163187851^163187849-,chr6,-,163190908^,163187850-,163190910^163190908-163187851^163187849-
chr6@-@163190908^163187933-@163190910^163190908-163187934^163187932-,chr6,-,163190908^,163187933-,163190910^163190908-163187934^163187932-
chr6@-@163190908^163187962-@163190910^163190908-163187963^163187961-,chr6,-,163190908^,163187962-,163190910^163190908-163187963^163187961-
chr6@-@163323391^163320559-@163323393^163323391-163320560^163320558-,chr6,-,163323391^,163320559-,163323393^163323391-163320560^163320558-
chr6@+@163563719^163565946-@163563718^163563720-163565946^163565948-,chr6,+,163563719^,163565946-,163563718^163563720-163565946^163565948-
chr6@+@163563719^163564667-@163563718^163563720-163564667^163564669-,chr6,+,163563719^,163564667-,163563718^163563720-163564667^163564669-
chr6@-@166324537^166322886-@166324539^166324537-166322887^166322885-,chr6,-,166324537^,166322886-,166324539^166324537-166322887^166322885-
chr6@-@167377955^167376077-@167377957^167377955-167376078^167376076-,chr6,-,167377955^,167376077-,167377957^167377955-167376078^167376076-
chr6@-@167376546^167376077-@167376548^167376546-167376078^167376076-,chr6,-,167376546^,167376077-,167376548^167376546-167376078^167376076-
chr6@-@167377955^167376704-@167377957^167377955-167376705^167376703-,chr6,-,167377955^,167376704-,167377957^167377955-167376705^167376703-
chr6@-@167382928^167382924-@167382930^167382928-167382925^167382923-,chr6,-,167382928^,167382924-,167382930^167382928-167382925^167382923-
chr6@-@168067069^168066831-@168067071^168067069-168066832^168066830-,chr6,-,168067069^,168066831-,168067071^168067069-168066832^168066830-
chr6@+@170561910^170562064-@170561909^170561911-170562064^170562066-,chr6,+,170561910^,170562064-,170561909^170561911-170562064^170562066-
chr7@+@852667^852813-@852666^852668-852813^852815-,chr7,+,852667^,852813-,852666^852668-852813^852815-
chr7@+@852667^852810-@852666^852668-852810^852812-,chr7,+,852667^,852810-,852666^852668-852810^852812-
chr7@+@893815^893899-@893814^893816-893899^893901-,chr7,+,893815^,893899-,893814^893816-893899^893901-
chr7@+@988418^988635-@988417^988419-988635^988637-,chr7,+,988418^,988635-,988417^988419-988635^988637-
chr7@+@1163207^1163452-@1163206^1163208-1163452^1163454-,chr7,+,1163207^,1163452-,1163206^1163208-1163452^1163454-
chr7@+@1163217^1163452-@1163216^1163218-1163452^1163454-,chr7,+,1163217^,1163452-,1163216^1163218-1163452^1163454-
chr7@-@1437535^1436856-@1437537^1437535-1436857^1436855-,chr7,-,1437535^,1436856-,1437537^1437535-1436857^1436855-
chr7@-@1437434^1436856-@1437436^1437434-1436857^1436855-,chr7,-,1437434^,1436856-,1437436^1437434-1436857^1436855-
chr7@-@1438289^1438220-@1438291^1438289-1438221^1438219-,chr7,-,1438289^,1438220-,1438291^1438289-1438221^1438219-
chr7@-@1442192^1440684-@1442194^1442192-1440685^1440683-,chr7,-,1442192^,1440684-,1442194^1442192-1440685^1440683-
chr7@-@1549854^1548688-@1549856^1549854-1548689^1548687-,chr7,-,1549854^,1548688-,1549856^1549854-1548689^1548687-
chr7@+@2366448^2366525-@2366447^2366449-2366525^2366527-,chr7,+,2366448^,2366525-,2366447^2366449-2366525^2366527-
chr7@+@2378766^2379134-@2378765^2378767-2379134^2379136-,chr7,+,2378766^,2379134-,2378765^2378767-2379134^2379136-
chr7@+@2379511^2380279-@2379510^2379512-2380279^2380281-,chr7,+,2379511^,2380279-,2379510^2379512-2380279^2380281-
chr7@+@2379511^2380204-@2379510^2379512-2380204^2380206-,chr7,+,2379511^,2380204-,2379510^2379512-2380204^2380206-
chr7@+@2525318^2525414-@2525317^2525319-2525414^2525416-,chr7,+,2525318^,2525414-,2525317^2525319-2525414^2525416-
chr7@-@2539179^2538764-@2539181^2539179-2538765^2538763-,chr7,-,2539179^,2538764-,2539181^2539179-2538765^2538763-
chr7@-@2540979^2539888-@2540981^2540979-2539889^2539887-,chr7,-,2540979^,2539888-,2540981^2540979-2539889^2539887-
chr7@-@2543204^2542211-@2543206^2543204-2542212^2542210-,chr7,-,2543204^,2542211-,2543206^2543204-2542212^2542210-
chr7@-@2543590^2543323-@2543592^2543590-2543324^2543322-,chr7,-,2543590^,2543323-,2543592^2543590-2543324^2543322-
chr7@+@2571545^2571605-@2571544^2571546-2571605^2571607-,chr7,+,2571545^,2571605-,2571544^2571546-2571605^2571607-
chr7@-@3158491^3158255-@3158493^3158491-3158256^3158254-,chr7,-,3158491^,3158255-,3158493^3158491-3158256^3158254-
chr7@+@4265248^4268678-@4265247^4265249-4268678^4268680-,chr7,+,4265248^,4268678-,4265247^4265249-4268678^4268680-
chr7@+@4789929^4790459-@4789928^4789930-4790459^4790461-,chr7,+,4789929^,4790459-,4789928^4789930-4790459^4790461-
chr7@+@4789929^4790389-@4789928^4789930-4790389^4790391-,chr7,+,4789929^,4790389-,4789928^4789930-4790389^4790391-
chr7@+@4789929^4790214-@4789928^4789930-4790214^4790216-,chr7,+,4789929^,4790214-,4789928^4789930-4790214^4790216-
chr7@-@5529161^5528671-@5529163^5529161-5528672^5528670-,chr7,-,5529161^,5528671-,5529163^5529161-5528672^5528670-
chr7@-@5529161^5528719-@5529163^5529161-5528720^5528718-,chr7,-,5529161^,5528719-,5529163^5529161-5528720^5528718-
chr7@-@5529535^5529400-@5529537^5529535-5529401^5529399-,chr7,-,5529535^,5529400-,5529537^5529535-5529401^5529399-
chr7@-@5967318^5967201-@5967320^5967318-5967202^5967200-,chr7,-,5967318^,5967201-,5967320^5967318-5967202^5967200-
chr7@+@6139194^6140128-@6139193^6139195-6140128^6140130-,chr7,+,6139194^,6140128-,6139193^6139195-6140128^6140130-
chr7@+@6577498^6577590-@6577497^6577499-6577590^6577592-,chr7,+,6577498^,6577590-,6577497^6577499-6577590^6577592-
chr7@+@6599892^6600127-@6599891^6599893-6600127^6600129-,chr7,+,6599892^,6600127-,6599891^6599893-6600127^6600129-
chr7@-@6692602^6692487-@6692604^6692602-6692488^6692486-,chr7,-,6692602^,6692487-,6692604^6692602-6692488^6692486-
chr7@+@6754277^6754457-@6754276^6754278-6754457^6754459-,chr7,+,6754277^,6754457-,6754276^6754278-6754457^6754459-
chr7@+@6757476^6757593-@6757475^6757477-6757593^6757595-,chr7,+,6757476^,6757593-,6757475^6757477-6757593^6757595-
chr7@+@7277687^7277718-@7277686^7277688-7277718^7277720-,chr7,+,7277687^,7277718-,7277686^7277688-7277718^7277720-
chr7@-@13989563^13989464-@13989565^13989563-13989465^13989463-,chr7,-,13989563^,13989464-,13989565^13989563-13989465^13989463-
chr7@+@21894805^21894884-@21894804^21894806-21894884^21894886-,chr7,+,21894805^,21894884-,21894804^21894806-21894884^21894886-
chr7@+@22727281^22727444-@22727280^22727282-22727444^22727446-,chr7,+,22727281^,22727444-,22727280^22727282-22727444^22727446-
