ase_id,chr,strand,out_donor,out_acceptor,in_junction
chr1@-@166069832^166060663-@166069512^166060663-,chr1,-,166069832^,166060663-,166069512^166060663-
chr1@-@166069835^166060663-@166069832^166060663-,chr1,-,166069835^,166060663-,166069832^166060663-
chr1@-@166069835^166060663-@166069512^166060663-,chr1,-,166069835^,166060663-,166069512^166060663-
chr1@-@171247581^171168188-@171247566^171168188-,chr1,-,171247581^,171168188-,171247566^171168188-
chr1@+@171138153^171147626-@171138644^171146478-171146519^171147626-,chr1,+,171138153^,171147626-,171138644^171146478-171146519^171147626-
chr1@+@171282065^171283144-@171282333^171283144-,chr1,+,171282065^,171283144-,171282333^171283144-
chr1@+@171514630^171515734-@171514645^171515734-,chr1,+,171514630^,171515734-,171514645^171515734-
chr1@+@171584526^171587003-@171584541^171587003-,chr1,+,171584526^,171587003-,171584541^171587003-
chr1@+@171591200^171591587-@171591204^171591587-,chr1,+,171591200^,171591587-,171591204^171591587-
chr1@-@171710760^171709744-@171710714^171709744-,chr1,-,171710760^,171709744-,171710714^171709744-
chr1@+@172588924^172590984-@172589926^172590984-,chr1,+,172588924^,172590984-,172589926^172590984-
chr1@-@173806459^173803505-@173806439^173803505-,chr1,-,173806459^,173803505-,173806439^173803505-
chr1@+@173826786^173830660-@173828399^173830660-,chr1,+,173826786^,173830660-,173828399^173830660-
chr1@-@173865510^173865282-@173865471^173865282-,chr1,-,173865510^,173865282-,173865471^173865282-
chr1@-@173865510^173864704-@173865229^173864704-,chr1,-,173865510^,173864704-,173865229^173864704-
chr1@-@173865510^173864704-@173865471^173865282-173865229^173864704-,chr1,-,173865510^,173864704-,173865471^173865282-173865229^173864704-
chr1@-@173864675^173864304-@173864484^173864304-,chr1,-,173864675^,173864304-,173864484^173864304-
chr1@-@173865510^173865282-@173865471^173865282-,chr1,-,173865510^,173865282-,173865471^173865282-
chr1@+@174219184^174220972-@174219295^174220972-,chr1,+,174219184^,174220972-,174219295^174220972-
chr1@+@175004814^175006745-@175004833^175006745-,chr1,+,175004814^,175006745-,175004833^175006745-
chr1@-@176163827^176162988-@176163815^176162988-,chr1,-,176163827^,176162988-,176163815^176162988-
chr1@-@178026155^178022668-@178026072^178022668-,chr1,-,178026155^,178022668-,178026072^178022668-
chr1@+@178514077^178514700-@178514185^178514700-,chr1,+,178514077^,178514700-,178514185^178514700-
chr1@+@179366000^179366404-@179366126^179366404-,chr1,+,179366000^,179366404-,179366126^179366404-
chr1@+@179366011^179369975-@179366126^179366404-179366606^179368800-179368972^179369975-,chr1,+,179366011^,179369975-,179366126^179366404-179366606^179368800-179368972^179369975-
chr1@+@179366011^179369975-@179366126^179368800-179368972^179369975-,chr1,+,179366011^,179369975-,179366126^179368800-179368972^179369975-
chr1@+@180248456^180266392-@180248469^180266392-,chr1,+,180248456^,180266392-,180248469^180266392-
chr1@+@180562266^180565251-@180562344^180565251-,chr1,+,180562266^,180565251-,180562344^180565251-
chr1@+@180562344^180565251-@180562349^180565251-,chr1,+,180562344^,180565251-,180562349^180565251-
chr1@+@180562266^180565251-@180562349^180565251-,chr1,+,180562266^,180565251-,180562349^180565251-
chr1@-@182386362^182385887-@182386256^182385887-,chr1,-,182386362^,182385887-,182386256^182385887-
chr1@+@182460734^182471282-@182460756^182471282-,chr1,+,182460734^,182471282-,182460756^182471282-
chr1@+@182554693^182560279-@182556222^182560279-,chr1,+,182554693^,182560279-,182556222^182560279-
chr1@+@182806232^182812156-@182806531^182812156-,chr1,+,182806232^,182812156-,182806531^182812156-
chr1@+@183542364^183544353-@183542502^183544353-,chr1,+,183542364^,183544353-,183542502^183544353-
chr1@+@184072298^184072827-@184072310^184072827-,chr1,+,184072298^,184072827-,184072310^184072827-
chr1@+@184072194^184072827-@184072310^184072827-,chr1,+,184072194^,184072827-,184072310^184072827-
chr1@+@184072194^184072827-@184072298^184072827-,chr1,+,184072194^,184072827-,184072298^184072827-
chr1@-@185563239^185558675-@185563168^185558675-,chr1,-,185563239^,185558675-,185563168^185558675-
chr1@+@185962659^185963768-@185962666^185963768-,chr1,+,185962659^,185963768-,185962666^185963768-
chr1@+@193069181^193075820-@193069634^193075820-,chr1,+,193069181^,193075820-,193069634^193075820-
chr1@+@193084657^193091651-@193084698^193091651-,chr1,+,193084657^,193091651-,193084698^193091651-
chr1@+@197442292^197477664-@197442534^197477664-,chr1,+,197442292^,197477664-,197442534^197477664-
chr1@+@198157096^198232553-@198157276^198232553-,chr1,+,198157096^,198232553-,198157276^198232553-
chr1@+@200474182^200477968-@200474186^200477968-,chr1,+,200474182^,200477968-,200474186^200477968-
chr1@+@200937331^200948092-@200937334^200948092-,chr1,+,200937331^,200948092-,200937334^200948092-
chr1@+@200958987^200960332-@200959038^200960332-,chr1,+,200958987^,200960332-,200959038^200960332-
chr1@-@201004766^201004455-@201004541^201004455-,chr1,-,201004766^,201004455-,201004541^201004455-
chr1@-@201153858^201151852-@201153849^201151852-,chr1,-,201153858^,201151852-,201153849^201151852-
chr1@-@201153849^201151852-@201153783^201151852-,chr1,-,201153849^,201151852-,201153783^201151852-
chr1@-@201153858^201151852-@201153783^201151852-,chr1,-,201153858^,201151852-,201153783^201151852-
chr1@-@201146771^201143951-@201146740^201143951-,chr1,-,201146771^,201143951-,201146740^201143951-
chr1@-@201146771^201143951-@201146740^201145335-201145109^201143951-,chr1,-,201146771^,201143951-,201146740^201145335-201145109^201143951-
chr1@+@201215838^201216454-@201216144^201216454-,chr1,+,201215838^,201216454-,201216144^201216454-
chr1@-@201361951^201361369-@201361913^201361369-,chr1,-,201361951^,201361369-,201361913^201361369-
chr1@-@201361279^201359663-@201360453^201359663-,chr1,-,201361279^,201359663-,201360453^201359663-
chr1@-@201372145^201368227-@201372027^201368227-,chr1,-,201372145^,201368227-,201372027^201368227-
chr1@-@201373209^201368227-@201373206^201372045-201372027^201369845-201369816^201368227-,chr1,-,201373209^,201368227-,201373206^201372045-201372027^201369845-201369816^201368227-
chr1@-@201361951^201361369-@201361913^201361369-,chr1,-,201361951^,201361369-,201361913^201361369-
chr1@-@201361279^201359663-@201361214^201359663-,chr1,-,201361279^,201359663-,201361214^201359663-
chr1@-@201417783^201417119-@201417747^201417119-,chr1,-,201417783^,201417119-,201417747^201417119-
chr1@+@201996263^201997319-@201996409^201997319-,chr1,+,201996263^,201997319-,201996409^201997319-
chr1@+@201996263^201999902-@201996409^201997319-201997554^201999902-,chr1,+,201996263^,201999902-,201996409^201997319-201997554^201999902-
chr1@+@202010706^202011129-@202010820^202011129-,chr1,+,202010706^,202011129-,202010820^202011129-
chr1@+@202011293^202011957-@202011299^202011957-,chr1,+,202011293^,202011957-,202011299^202011957-
chr1@-@202135707^202135220-@202135459^202135220-,chr1,-,202135707^,202135220-,202135459^202135220-
chr1@+@202168107^202168622-@202168511^202168622-,chr1,+,202168107^,202168622-,202168511^202168622-
chr1@-@202335646^202335058-@202335642^202335058-,chr1,-,202335646^,202335058-,202335642^202335058-
chr1@-@202335642^202333555-@202334989^202333555-,chr1,-,202335642^,202333555-,202334989^202333555-
chr1@-@202808117^202777094-@202808102^202777094-,chr1,-,202808117^,202777094-,202808102^202777094-
chr1@-@202741546^202740812-@202741367^202740812-,chr1,-,202741546^,202740812-,202741367^202740812-
chr1@+@203288250^203288505-@203288306^203288505-,chr1,+,203288250^,203288505-,203288306^203288505-
chr1@+@203796601^203801575-@203796607^203801575-,chr1,+,203796601^,203801575-,203796607^203801575-
chr1@+@203796496^203801575-@203796601^203801575-,chr1,+,203796496^,203801575-,203796601^203801575-
chr1@-@204037256^204033867-@204036969^204033867-,chr1,-,204037256^,204033867-,204036969^204033867-
chr1@+@204141792^204142649-@204142016^204142649-,chr1,+,204141792^,204142649-,204142016^204142649-
chr1@+@205073236^205073656-@205073564^205073656-,chr1,+,205073236^,205073656-,205073564^205073656-
chr1@+@205073841^205074097-@205073912^205074097-,chr1,+,205073841^,205074097-,205073912^205074097-
chr1@-@205094987^205088815-@205094873^205088815-,chr1,-,205094987^,205088815-,205094873^205088815-
chr1@+@205523625^205524232-@205523715^205524232-,chr1,+,205523625^,205524232-,205523715^205524232-
chr1@+@205529563^205530628-@205530349^205530628-,chr1,+,205529563^,205530628-,205530349^205530628-
chr1@+@205858293^205862445-@205858320^205862445-,chr1,+,205858293^,205862445-,205858320^205862445-
chr1@+@205858293^205882515-@205858320^205862445-205862598^205864133-205864257^205882515-,chr1,+,205858293^,205882515-,205858320^205862445-205862598^205864133-205864257^205882515-
chr1@+@205858289^205891156-@205858320^205891156-,chr1,+,205858289^,205891156-,205858320^205891156-
chr1@+@205858289^205891156-@205858320^205868770-205868833^205891156-,chr1,+,205858289^,205891156-,205858320^205868770-205868833^205891156-
chr1@+@205858289^205891156-@205858320^205862445-205862598^205864133-205864257^205882515-205882549^205891156-,chr1,+,205858289^,205891156-,205858320^205862445-205862598^205864133-205864257^205882515-205882549^205891156-
chr1@+@205858289^205891156-@205858293^205882515-205882549^205891156-,chr1,+,205858289^,205891156-,205858293^205882515-205882549^205891156-
chr1@+@205858289^205891156-@205858293^205891156-,chr1,+,205858289^,205891156-,205858293^205891156-
chr1@+@205858289^205891156-@205858293^205862445-205862598^205864133-205864257^205882515-205882549^205891156-,chr1,+,205858289^,205891156-,205858293^205862445-205862598^205864133-205864257^205882515-205882549^205891156-
chr1@+@205858293^205891156-@205858320^205891156-,chr1,+,205858293^,205891156-,205858320^205891156-
chr1@+@205858293^205891156-@205858320^205868770-205868833^205891156-,chr1,+,205858293^,205891156-,205858320^205868770-205868833^205891156-
chr1@+@205858293^205891156-@205858320^205862445-205862598^205864133-205864257^205882515-205882549^205891156-,chr1,+,205858293^,205891156-,205858320^205862445-205862598^205864133-205864257^205882515-205882549^205891156-
chr1@+@206342900^206384014-@206343008^206384014-,chr1,+,206342900^,206384014-,206343008^206384014-
chr1@-@206611184^206609459-@206611148^206609459-,chr1,-,206611184^,206609459-,206611148^206609459-
chr1@-@206608280^206605507-@206608236^206605507-,chr1,-,206608280^,206605507-,206608236^206605507-
chr1@-@206608280^206600308-@206608236^206605507-206605400^206600308-,chr1,-,206608280^,206600308-,206608236^206605507-206605400^206600308-
chr1@-@206608280^206600308-@206608236^206605507-206605400^206603204-206602951^206602453-206602336^206600308-,chr1,-,206608280^,206600308-,206608236^206605507-206605400^206603204-206602951^206602453-206602336^206600308-
chr1@+@206770830^206798861-@206771078^206798861-,chr1,+,206770830^,206798861-,206771078^206798861-
chr1@-@206913862^206913042-@206913759^206913042-,chr1,-,206913862^,206913042-,206913759^206913042-
chr1@-@207606493^207605983-@207606468^207605983-,chr1,-,207606493^,207605983-,207606468^207605983-
chr1@+@207752097^207757014-@207752309^207757014-,chr1,+,207752097^,207757014-,207752309^207757014-
chr1@+@207767195^207783292-@207770362^207783292-,chr1,+,207767195^,207783292-,207770362^207783292-
chr1@-@209153665^209151505-@209153506^209151505-,chr1,-,209153665^,209151505-,209153506^209151505-
chr1@-@209153572^209151505-@209153506^209151505-,chr1,-,209153572^,209151505-,209153506^209151505-
chr1@-@209153665^209151505-@209153572^209151505-,chr1,-,209153665^,209151505-,209153572^209151505-
chr1@+@209430476^209431743-@209430500^209431743-,chr1,+,209430476^,209431743-,209430500^209431743-
chr1@+@209430476^209432204-@209430500^209432204-,chr1,+,209430476^,209432204-,209430500^209432204-
chr1@+@209430476^209432204-@209430500^209431743-209431825^209432204-,chr1,+,209430476^,209432204-,209430500^209431743-209431825^209432204-
chr1@-@209546057^209541429-@209546013^209542918-209542846^209541429-,chr1,-,209546057^,209541429-,209546013^209542918-209542846^209541429-
chr1@+@209583772^209594955-@209583932^209594955-,chr1,+,209583772^,209594955-,209583932^209594955-
chr1@+@209760324^209762515-@209760384^209762515-,chr1,+,209760324^,209762515-,209760384^209762515-
chr1@+@210100190^210155721-@210100461^210155721-,chr1,+,210100190^,210155721-,210100461^210155721-
chr1@-@211018864^210920069-@211018783^210920069-,chr1,-,211018864^,210920069-,211018783^210920069-
chr1@-@211018864^210804166-@211018783^210804166-,chr1,-,211018864^,210804166-,211018783^210804166-
chr1@-@211018864^210804166-@211018783^210920069-210919640^210804166-,chr1,-,211018864^,210804166-,211018783^210920069-210919640^210804166-
chr1@-@210683021^210679168-@210682621^210679168-,chr1,-,210683021^,210679168-,210682621^210679168-
chr1@-@210683467^210677380-@210683021^210677380-,chr1,-,210683467^,210677380-,210683021^210677380-
chr1@+@211312835^211313424-@211312961^211313424-,chr1,+,211312835^,211313424-,211312961^211313424-
chr1@+@211382925^211390564-@211382975^211390564-,chr1,+,211382925^,211390564-,211382975^211390564-
chr1@+@211422639^211426211-@211422670^211426211-,chr1,+,211422639^,211426211-,211422670^211426211-
chr1@+@211422670^211426211-@211422700^211426211-,chr1,+,211422670^,211426211-,211422700^211426211-
chr1@+@211422639^211426211-@211422700^211426211-,chr1,+,211422639^,211426211-,211422700^211426211-
chr1@+@211396831^211426211-@211396841^211426211-,chr1,+,211396831^,211426211-,211396841^211426211-
chr1@+@211640189^211654044-@211640360^211654044-,chr1,+,211640189^,211654044-,211640360^211654044-
chr1@+@211685792^211686470-@211685806^211686470-,chr1,+,211685792^,211686470-,211685806^211686470-
chr1@-@211952611^211946705-@211952569^211946705-,chr1,-,211952611^,211946705-,211952569^211946705-
chr1@+@212961254^212972580-@212961360^212966271-212966345^212972580-,chr1,+,212961254^,212972580-,212961360^212966271-212966345^212972580-
chr1@-@213015613^213008466-@213015609^213008466-,chr1,-,213015613^,213008466-,213015609^213008466-
chr1@-@213895427^213894743-@213895394^213894743-,chr1,-,213895427^,213894743-,213895394^213894743-
chr1@+@215083307^215086368-@215083431^215086368-,chr1,+,215083307^,215086368-,215083431^215086368-
chr1@-@219411849^219410267-@219411718^219410267-,chr1,-,219411849^,219410267-,219411718^219410267-
chr1@+@220798014^220805052-@220798065^220805052-,chr1,+,220798014^,220805052-,220798065^220805052-
chr1@-@221333916^221333074-@221333902^221333074-,chr1,-,221333916^,221333074-,221333902^221333074-
chr1@-@221333916^221333074-@221333835^221333074-,chr1,-,221333916^,221333074-,221333835^221333074-
chr1@-@221333902^221333074-@221333835^221333074-,chr1,-,221333902^,221333074-,221333835^221333074-
chr1@+@222837066^222837219-@222837090^222837219-,chr1,+,222837066^,222837219-,222837090^222837219-
chr1@+@223761617^223762186-@223761739^223762186-,chr1,+,223761617^,223762186-,223761739^223762186-
chr1@-@224431525^224424719-@224431477^224424719-,chr1,-,224431525^,224424719-,224431477^224424719-
chr1@-@224431525^224424654-@224431477^224424654-,chr1,-,224431525^,224424654-,224431477^224424654-
chr1@+@224967514^224968759-@224967583^224968759-,chr1,+,224967514^,224968759-,224967583^224968759-
chr1@+@225051684^225079207-@225051795^225079207-,chr1,+,225051684^,225079207-,225051795^225079207-
chr1@+@225367876^225374688-@225368032^225374688-,chr1,+,225367876^,225374688-,225368032^225374688-
chr1@+@226065809^226071351-@226065817^226071351-,chr1,+,226065809^,226071351-,226065817^226071351-
chr1@+@226891361^226891743-@226891365^226891743-,chr1,+,226891361^,226891743-,226891365^226891743-
chr1@-@227732929^227732676-@227732881^227732676-,chr1,-,227732929^,227732676-,227732881^227732676-
chr1@+@228083309^228097078-@228083374^228097078-,chr1,+,228083309^,228097078-,228083374^228097078-
chr1@-@228108245^228107869-@228108235^228107869-,chr1,-,228108245^,228107869-,228108235^228107869-
chr1@-@228108245^228107869-@228108235^228108084-228107977^228107869-,chr1,-,228108245^,228107869-,228108235^228108084-228107977^228107869-
chr1@-@228109261^228109021-@228109149^228109021-,chr1,-,228109261^,228109021-,228109149^228109021-
chr1@-@228108955^228108318-@228108437^228108318-,chr1,-,228108955^,228108318-,228108437^228108318-
chr1@-@228109261^228108318-@228109149^228109021-228108437^228108318-,chr1,-,228109261^,228108318-,228109149^228109021-228108437^228108318-
chr1@-@228109261^228108318-@228109149^228109021-228108955^228108318-,chr1,-,228109261^,228108318-,228109149^228109021-228108955^228108318-
chr1@+@228141288^228145511-@228141507^228145511-,chr1,+,228141288^,228145511-,228141507^228145511-
chr1@+@228141288^228145511-@228141829^228145511-,chr1,+,228141288^,228145511-,228141829^228145511-
chr1@+@228145624^228146026-@228145649^228146026-,chr1,+,228145624^,228146026-,228145649^228146026-
chr1@+@228145624^228146026-@228145649^228146026-,chr1,+,228145624^,228146026-,228145649^228146026-
chr1@+@228148456^228148665-@228148539^228148665-,chr1,+,228148456^,228148665-,228148539^228148665-
chr1@+@228356193^228359597-@228356344^228359597-,chr1,+,228356193^,228359597-,228356344^228359597-
chr1@+@228374748^228375702-@228374752^228375702-,chr1,+,228374748^,228375702-,228374752^228375702-
chr1@+@228489052^228493053-@228489056^228493053-,chr1,+,228489052^,228493053-,228489056^228493053-
chr1@-@229268243^229259120-@229267954^229259120-,chr1,-,229268243^,229259120-,229267954^229259120-
chr1@+@230006024^230006773-@230006098^230006773-,chr1,+,230006024^,230006773-,230006098^230006773-
chr1@+@230874715^230875306-@230875155^230875306-,chr1,+,230874715^,230875306-,230875155^230875306-
chr1@+@231201511^231203867-@231201517^231203867-,chr1,+,231201511^,231203867-,231201517^231203867-
chr1@+@231260653^231262723-@231260683^231262723-,chr1,+,231260653^,231262723-,231260683^231262723-
chr1@-@231462472^231374099-@231462438^231374099-,chr1,-,231462472^,231374099-,231462438^231374099-
chr1@+@232008983^232026435-@232009049^232026435-,chr1,+,232008983^,232026435-,232009049^232026435-
chr1@-@231822725^231814291-@231822680^231814291-,chr1,-,231822725^,231814291-,231822680^231814291-
chr1@-@233218031^233208689-@233217899^233208689-,chr1,-,233218031^,233208689-,233217899^233208689-
chr1@-@234531026^234530342-@234531016^234530342-,chr1,-,234531026^,234530342-,234531016^234530342-
chr1@-@234608495^234607852-@234608447^234607852-,chr1,-,234608495^,234607852-,234608447^234607852-
chr1@+@235367504^235380019-@235367552^235380019-,chr1,+,235367504^,235380019-,235367552^235380019-
chr1@+@235367504^235380019-@235367552^235380019-,chr1,+,235367504^,235380019-,235367552^235380019-
chr1@+@235414469^235419473-@235414618^235419473-,chr1,+,235414469^,235419473-,235414618^235419473-
chr1@+@235419515^235427140-@235419561^235427140-,chr1,+,235419515^,235427140-,235419561^235427140-
chr1@+@235433098^235434204-@235433171^235434204-,chr1,+,235433098^,235434204-,235433171^235434204-
chr1@+@235438922^235441814-@235438988^235441814-,chr1,+,235438922^,235441814-,235438988^235441814-
chr1@+@235438922^235441814-@235438926^235441814-,chr1,+,235438922^,235441814-,235438926^235441814-
chr1@+@235438926^235441814-@235438988^235441814-,chr1,+,235438926^,235441814-,235438988^235441814-
chr1@+@235442911^235448349-@235442961^235448349-,chr1,+,235442911^,235448349-,235442961^235448349-
chr1@+@236838518^236850344-@236838599^236850344-,chr1,+,236838518^,236850344-,236838599^236850344-
chr1@+@240768231^240771083-@240768304^240770766-240770902^240771083-,chr1,+,240768231^,240771083-,240768304^240770766-240770902^240771083-
chr1@+@240768231^240771083-@240768304^240771083-,chr1,+,240768231^,240771083-,240768304^240771083-
chr1@+@241436503^241446915-@241436522^241446915-,chr1,+,241436503^,241446915-,241436522^241446915-
chr1@-@241604420^241597997-@241604260^241597997-,chr1,-,241604420^,241597997-,241604260^241597997-
chr1@+@241766305^241780004-@241766351^241769404-241769505^241770621-241770690^241771661-241771697^241772792-241772931^241775105-241775210^241780004-,chr1,+,241766305^,241780004-,241766351^241769404-241769505^241770621-241770690^241771661-241771697^241772792-241772931^241775105-241775210^241780004-
chr1@+@241853472^241857345-@241853481^241857345-,chr1,+,241853472^,241857345-,241853481^241857345-
chr1@+@241853472^241857345-@241853481^241854573-241854781^241857345-,chr1,+,241853472^,241857345-,241853481^241854573-241854781^241857345-
chr1@-@242348106^242288530-@242348099^242288530-,chr1,-,242348106^,242288530-,242348099^242288530-
chr1@-@242265362^242220115-@242265337^242220115-,chr1,-,242265362^,242220115-,242265337^242220115-
chr1@-@243186259^243172846-@243185779^243172846-,chr1,-,243186259^,243172846-,243185779^243172846-
chr1@-@243142316^243140107-@243142286^243140107-,chr1,-,243142316^,243140107-,243142286^243140107-
chr1@-@243142367^243140107-@243142286^243140107-,chr1,-,243142367^,243140107-,243142286^243140107-
chr1@-@243142367^243140107-@243142316^243140107-,chr1,-,243142367^,243140107-,243142316^243140107-
chr1@-@244860353^244859374-@244860335^244859374-,chr1,-,244860353^,244859374-,244860335^244859374-
chr1@-@244860358^244859374-@244860335^244859374-,chr1,-,244860358^,244859374-,244860335^244859374-
chr1@-@244860358^244859374-@244860353^244859374-,chr1,-,244860358^,244859374-,244860353^244859374-
chr1@-@244860358^244859374-@244860335^244859374-,chr1,-,244860358^,244859374-,244860335^244859374-
chr1@+@246780509^246781479-@246780583^246781479-,chr1,+,246780509^,246781479-,246780583^246781479-
chr1@+@246790846^246792057-@246791195^246792057-,chr1,+,246790846^,246792057-,246791195^246792057-
chr1@-@246999948^246999440-@246999912^246999440-,chr1,-,246999948^,246999440-,246999912^246999440-
chr1@-@246988125^246967792-@246988121^246967792-,chr1,-,246988125^,246967792-,246988121^246967792-
chr1@-@247101991^247101791-@247101987^247101791-,chr1,-,247101991^,247101791-,247101987^247101791-
chr1@+@247425599^247429585-@247425770^247429585-,chr1,+,247425599^,247429585-,247425770^247429585-
chr1@+@247425599^247434103-@247425770^247429585-247429755^247434103-,chr1,+,247425599^,247434103-,247425770^247429585-247429755^247434103-
chr1@-@248859015^248858321-@248858918^248858321-,chr1,-,248859015^,248858321-,248858918^248858321-
chr1@-@248859015^248858321-@248858918^248858321-,chr1,-,248859015^,248858321-,248858918^248858321-
chr1@-@248856373^248855946-@248856288^248855946-,chr1,-,248856373^,248855946-,248856288^248855946-
chr2@-@262631^253115-@262201^261130-260085^253115-,chr2,-,262631^,253115-,262201^261130-260085^253115-
chr2@-@231023^230044-@230547^230044-,chr2,-,231023^,230044-,230547^230044-
chr2@-@308937^306240-@308900^306240-,chr2,-,308937^,306240-,308900^306240-
chr2@-@308972^306240-@308937^306240-,chr2,-,308972^,306240-,308937^306240-
chr2@-@308972^306240-@308900^306240-,chr2,-,308972^,306240-,308900^306240-
chr2@-@308972^306240-@308937^306240-,chr2,-,308972^,306240-,308937^306240-
chr2@+@558985^560078-@558990^559109-559216^560078-,chr2,+,558985^,560078-,558990^559109-559216^560078-
chr2@+@1413545^1414408-@1413550^1414408-,chr2,+,1413545^,1414408-,1413550^1414408-
chr2@-@1922292^1917339-@1922286^1917339-,chr2,-,1922292^,1917339-,1922286^1917339-
chr2@-@1903120^1892287-@1903080^1892287-,chr2,-,1903120^,1892287-,1903080^1892287-
chr2@-@1922292^1892287-@1922286^1917339-1917205^1912110-1912020^1910347-1910240^1903294-1903080^1892287-,chr2,-,1922292^,1892287-,1922286^1917339-1917205^1912110-1912020^1910347-1910240^1903294-1903080^1892287-
chr2@-@1801696^1792464-@1801690^1792464-,chr2,-,1801696^,1792464-,1801690^1792464-
chr2@-@2836960^2716549-@2836919^2716549-,chr2,-,2836960^,2716549-,2836919^2716549-
chr2@-@3959916^3958941-@3959564^3959395-3959252^3958941-,chr2,-,3959916^,3958941-,3959564^3959395-3959252^3958941-
chr2@-@3959916^3958941-@3959564^3958941-,chr2,-,3959916^,3958941-,3959564^3958941-
chr2@-@6639051^6638867-@6638967^6638867-,chr2,-,6639051^,6638867-,6638967^6638867-
chr2@-@6639114^6638797-@6639051^6638797-,chr2,-,6639114^,6638797-,6639051^6638797-
chr2@-@6638091^6636726-@6637800^6636726-,chr2,-,6638091^,6636726-,6637800^6636726-
chr2@-@6634800^6633969-@6634595^6633969-,chr2,-,6634800^,6633969-,6634595^6633969-
chr2@-@6634800^6633969-@6634595^6633969-,chr2,-,6634800^,6633969-,6634595^6633969-
chr2@-@6633669^6632742-@6633613^6632742-,chr2,-,6633669^,6632742-,6633613^6632742-
chr2@-@6918402^6917224-@6918285^6917224-,chr2,-,6918402^,6917224-,6918285^6917224-
chr2@-@6918402^6917224-@6918285^6917224-,chr2,-,6918402^,6917224-,6918285^6917224-
chr2@-@6916850^6916044-@6916816^6916044-,chr2,-,6916850^,6916044-,6916816^6916044-
chr2@-@6916850^6915967-@6916816^6915967-,chr2,-,6916850^,6915967-,6916816^6915967-
chr2@+@7020680^7024369-@7020768^7024369-,chr2,+,7020680^,7024369-,7020768^7024369-
chr2@-@7077704^7077046-@7077371^7077046-,chr2,-,7077704^,7077046-,7077371^7077046-
chr2@+@7423035^7426851-@7424012^7426851-,chr2,+,7423035^,7426851-,7424012^7426851-
chr2@+@7428894^7429696-@7429273^7429696-,chr2,+,7428894^,7429696-,7429273^7429696-
chr2@+@7428456^7429696-@7428470^7429696-,chr2,+,7428456^,7429696-,7428470^7429696-
chr2@+@8139484^8142906-@8139501^8142906-,chr2,+,8139484^,8142906-,8139501^8142906-
chr2@-@8675933^8673307-@8675744^8673307-,chr2,-,8675933^,8673307-,8675744^8673307-
chr2@-@8877030^8873300-@8876987^8873300-,chr2,-,8877030^,8873300-,8876987^8873300-
chr2@-@9412269^9408205-@9412068^9408205-,chr2,-,9412269^,9408205-,9412068^9408205-
chr2@+@9467776^9471343-@9467975^9471343-,chr2,+,9467776^,9471343-,9467975^9471343-
chr2@-@9543221^9536828-@9543153^9536828-,chr2,-,9543221^,9536828-,9543153^9536828-
chr2@+@9958856^9961046-@9958964^9961046-,chr2,+,9958856^,9961046-,9958964^9961046-
chr2@+@9990747^9992007-@9990773^9992007-,chr2,+,9990747^,9992007-,9990773^9992007-
chr2@+@10423088^10426724-@10425981^10426220-10426495^10426724-,chr2,+,10423088^,10426724-,10425981^10426220-10426495^10426724-
chr2@-@11218455^11217169-@11218315^11217169-,chr2,-,11218455^,11217169-,11218315^11217169-
chr2@-@13003824^13002608-@13003781^13002608-,chr2,-,13003824^,13002608-,13003781^13002608-
chr2@-@13003781^13001741-@13002424^13001741-,chr2,-,13003781^,13001741-,13002424^13001741-
chr2@-@13003824^13001741-@13002424^13001741-,chr2,-,13003824^,13001741-,13002424^13001741-
chr2@-@13003824^13001741-@13003781^13002608-13002424^13001741-,chr2,-,13003824^,13001741-,13003781^13002608-13002424^13001741-
chr2@-@13003824^13001741-@13003781^13001741-,chr2,-,13003824^,13001741-,13003781^13001741-
chr2@-@13003824^12968033-@13002424^13001741-13001588^12968033-,chr2,-,13003824^,12968033-,13002424^13001741-13001588^12968033-
chr2@-@13003824^12968033-@13003781^13001741-13001588^12968033-,chr2,-,13003824^,12968033-,13003781^13001741-13001588^12968033-
chr2@+@16081090^16085289-@16081185^16085289-,chr2,+,16081090^,16085289-,16081185^16085289-
chr2@-@17753002^17745951-@17752978^17745951-,chr2,-,17753002^,17745951-,17752978^17745951-
chr2@-@18586994^18586391-@18586943^18586391-,chr2,-,18586994^,18586391-,18586943^18586391-
chr2@-@18586254^18584978-@18586248^18584978-,chr2,-,18586254^,18584978-,18586248^18584978-
chr2@+@19469080^19475451-@19469430^19475451-,chr2,+,19469080^,19475451-,19469430^19475451-
chr2@+@19479142^19480318-@19479284^19480318-,chr2,+,19479142^,19480318-,19479284^19480318-
chr2@-@19935471^19933511-@19935467^19933511-,chr2,-,19935471^,19933511-,19935467^19933511-
chr2@-@19932383^19931409-@19932283^19931409-,chr2,-,19932383^,19931409-,19932283^19931409-
chr2@-@19935471^19931409-@19935467^19933511-19933401^19932447-19932383^19931409-,chr2,-,19935471^,19931409-,19935467^19933511-19933401^19932447-19932383^19931409-
chr2@-@20801310^20790398-@20801292^20790398-,chr2,-,20801310^,20790398-,20801292^20790398-
chr2@-@20801310^20774979-@20801292^20774979-,chr2,-,20801310^,20774979-,20801292^20774979-
chr2@-@20801310^20774979-@20801292^20790398-20790255^20774979-,chr2,-,20801310^,20774979-,20801292^20790398-20790255^20774979-
chr2@-@21649339^21647752-@21649273^21647752-,chr2,-,21649339^,21647752-,21649273^21647752-
